Make,Model,Year,Color,Mileage,Transmission,Fuel,Price,Location,Date,URL
Toyota,Corolla,2002,,198000,Manuelle,Essence,"3 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/af49d65b245f03911924875.desktop-gallery-large.jpg
Honda,CR-V,2010,,122000,Automatique,Essence,"8 900 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/7cde20ce075f03906c253ed.desktop-gallery-large.jpg
BMW,Série 3,2001,,,Manuelle,Essence,"1 588 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/cb15ce2ccf5f038fd16d65c.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Toyota,Corolla,1999,,,Manuelle,Diesel,"3 000 000
FCFA",Abobo,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Ford,Focus,2005,,1,Manuelle,Essence,"1 850 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/5429de108f5f03943af26a7.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Mini,Cooper,2003,,,Manuelle,Essence,"2 800 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/c3523d6faa5f03954da7cb8.desktop-gallery-large.jpg
Jeep,Patriot,2009,,132000,Automatique,Essence,"4 142 000
FCFA",Marcory,06/07,https://media.jumiadeals.com/ci_live/94d94c2c4d5f01ba9f8aa6b.desktop-gallery-large.jpg
Mitsubishi,Pajero,2014,,143000,Automatique,Essence,"15 000 000
FCFA",Zone 4,06/07,https://media.jumiadeals.com/ci_live/691b1a1cc05f0390ba63c07.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Kia,Sportage,2007,,,Automatique,Essence,"5 700 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
BMW,Série 3,2002,,138000,Manuelle,Essence,"2 789 000
FCFA",Marcory,06/07,https://media.jumiadeals.com/ci_live/65eca6e5b15f03920185da4.desktop-gallery-large.jpg
Toyota,Corolla,2006,,,Manuelle,Essence,"2 600 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/c8c039aebb5f038986e1872.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Kia,Rio,2005,,0001,Manuelle,Essence,"3 500 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/8db9b0acc95f0392df21489.desktop-gallery-large.jpg
Mini,Cooper,2003,,,Automatique,Essence,"2 800 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/416cc4425f5f0394f4d3a78.desktop-gallery-large.jpg
Ford,Edge,2008,,168000,Automatique,Essence,"5 488 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/9e2692d8885f03929625d9a.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Toyota,Avensis,2003,,0001,Manuelle,Essence,"2 000 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/36dc8ea3a45f038e8eb1964.desktop-gallery-large.jpg
BMW,E30,2008,,0000,Manuelle,Essence,"950 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/075dae6e3b5f0388949085e.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Peugeot,307,2004,,0001,Manuelle,Essence,"2 800 000
FCFA",Abobo,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Peugeot,407,2005,,1,Manuelle,Essence,"2 200 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e4383db6855f032ca9a5a7a.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,RAV4,1999,,,Manuelle,Essence,"2 500 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/69d631423f5f03a4c95f725.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Hyundai,Sonata,2012,,120000,Automatique,Essence,"6 900 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/d2cdb857e75f0382734f099.desktop-gallery-large.jpg
Mitsubishi,L200,2014,,200000,Manuelle,Diesel,"6 700 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/0271b803985f03812f4f377.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Mazda,Capella,2013,,,Automatique,Essence,"8 900 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/5557d0c5f75f0382718f32d.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Renault,Master,2005,,,Manuelle,Diesel,"15 000 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/aa07f740d85f037ed69cea0.desktop-gallery-large.jpg
Toyota,RAV4,2007,,,Manuelle,Essence,"5 200 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/8b768c8ad85f037ea76a3e7.desktop-gallery-large.jpg
Ford,Focus,2000,,,Manuelle,Essence,"1 900 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/34c76dfae95f0386ad632d9.desktop-gallery-large.jpg
Mercedes,C -class,2002,,,Manuelle,Essence,"3 600 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/50a9d242845f03d1e35bfe1.desktop-gallery-large.jpg
Ford,Focus,2003,,58,Automatique,Essence,"3 100 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/fa408916345f03803c65166.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
BMW,Série 3,2001,,,Manuelle,Essence,"1 590 000
FCFA",Le Plateau,06/07,https://media.jumiadeals.com/ci_live/b64da9a5af5f0347503f893.desktop-gallery-large.jpg
Toyota,RAV4,2016,,71000,Automatique,Essence,"10 300 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/b43f9f53935f037fbeca5ed.desktop-gallery-large.jpg
Toyota,Corolla,2002,,198000,Manuelle,Essence,"3 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/30557232075f0350b9e214f.desktop-gallery-large.jpg
Peugeot,Partner,2014,,114000,Manuelle,Essence,"5 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e46c00b4ac5f037f8032b75.desktop-gallery-large.jpg
Hyundai,Santa Fe,2014,,40123,Automatique,Essence,"16 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/aad859b47d5f0387370e603.desktop-gallery-large.jpg
Mercedes,C -class,2006,,180000,Automatique,Essence,"4 800 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/5739535fb65f037f5e32d35.desktop-gallery-large.jpg
Toyota,RAV4,2015,,58000,Automatique,Essence,"12 900 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/a706ee9eb85f0281e3a991a.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Kia,Sportage,2006,,,Automatique,Essence,"5 500 000
FCFA",Koumassi,06/07,https://media.jumiadeals.com/ci_live/ab46a9b65d5f0384beecfdd.desktop-gallery-large.jpg
Kia,Sportage,2006,,,Automatique,Essence,"5 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/5e806d35225f03840259f54.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Honda,HR-V,2002,,150000,Manuelle,Essence,"4 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e22e3ccf475f03809544157.desktop-gallery-large.jpg
Kia,Sorento,2005,,,Automatique,Essence,"4 400 000
FCFA",Marcory,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Land rover,Range Rover,2007,,100000,Automatique,Essence,"6 800 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/c041dbb2f75f037e96ca9d8.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Manuelle,Essence,"5 500 000
FCFA",Riviera,06/07,https://media.jumiadeals.com/ci_live/bbd9ef3d295f0385ea023d9.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Toyota,RAV4,2002,,200000,Manuelle,Essence,"3 800 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/aedddd9e2d5f0381b883ee4.desktop-gallery-large.jpg
Ford,Focus,2000,,,Manuelle,Essence,"1 900 000
FCFA",Yopougon,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Kia,Sorento,2005,,,Automatique,Essence,"4 400 000
FCFA",Marcory,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mazda,626,2011,,,,,"600 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/e5f0fde5c35f0383f5eb3f9.desktop-gallery-large.jpg
Kia,Sportage,2006,,,Automatique,Essence,"5 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/7b4ce2abd85f038446bc4aa.desktop-gallery-large.jpg
Mercedes,C -class,2004,,,Automatique,Essence,"4 100 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e3f67dc1945f037f9d2c89e.desktop-gallery-large.jpg
Mini,Cooper,2006,,,Automatique,Essence,"2 700 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/ba3f5a56a45f03831e1da33.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Honda,HR-V,2006,,,Manuelle,Essence,"4 700 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/9f0f09a5425f038473d1083.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Hyundai,Santa Fe,2009,,,Automatique,Essence,"8 300 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/92b33c8ea15f0383ae49be5.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Hyundai,Santa Fe,2008,,135000,Automatique,Essence,"6 100 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/55c51e5b2e5f037f478dbb7.desktop-gallery-large.jpg
Toyota,Matrix,2005,,,Manuelle,Essence,"3 200 000
FCFA",Adjamé,06/07,https://media.jumiadeals.com/ci_live/bb8ab78c645f037ae0ee8a7.desktop-gallery-large.jpg
BMW,E30,2000,,,Manuelle,Essence,"3 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/61fb7697d45f037c5112065.desktop-gallery-large.jpg
Renault,Kangoo,2000,,,Manuelle,Diesel,"1 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/1d318461e55f0379aaa8af3.desktop-gallery-large.jpg
BMW,Série 3,2003,,100000,Manuelle,Essence,"2 200 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/d53e583bf55f037d12ef4a5.desktop-gallery-large.jpg
Hyundai,Tucson,2012,,94000,Automatique,Essence,"8 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/f5345699d15f037be4479e3.desktop-gallery-large.jpg
Ford,Focus,2003,,137730,Manuelle,Essence,"2 400 000
FCFA",Koumassi,06/07,https://media.jumiadeals.com/ci_live/29b60408895f03797e99ef1.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Volkswagen,Tiguan,2011,,,Automatique,Essence,"5 500 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/c6c90df9e55f036f7e83961.desktop-gallery-large.jpg
Opel,Corsa,2011,,146000,Manuelle,Essence,"2 300 000
FCFA",Le Plateau,06/07,https://media.jumiadeals.com/ci_live/a8edf94db25f037c390f170.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Toyota,RAV4,2013,,,Automatique,Essence,"16 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/336c56f0a25f037a324e625.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,Corolla,2004,,,Automatique,Essence,"4 800 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e0114b2ee85f037de891bc4.desktop-gallery-large.jpg
Mercedes,C -class,2002,,165382,Automatique,Essence,"4 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/436e926f3e5f03636864164.desktop-gallery-large.jpg
Toyota,RAV4,2007,,,Automatique,Essence,"6 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e972dd429b5f0379df0d34c.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
,,,,,,,"50 000
FCFA",Angré,02/07,https://media.jumiadeals.com/ci_live/474ca2a6e55f047acb98d2c.desktop-gallery-large.jpg
Mercedes,C -class AMG,2014,,120000,Automatique,Essence,"16 000 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/0a4c11dfbe5f0378eef0e65.desktop-gallery-large.jpg
Mercedes,C -class,2005,,,Automatique,Essence,"4 100 000
FCFA",Bingerville,06/07,https://media.jumiadeals.com/ci_live/56695477aa5f0376cd32588.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Hyundai,Santa Fe,2008,,180000,Automatique,Essence,"6 200 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/a2331e49e55f03746602d78.desktop-gallery-large.jpg
Toyota,RAV4,2001,,146000,,,"5 900 000
FCFA",Treichville,06/07,https://media.jumiadeals.com/ci_live/bf8f2cf2995f037ca0e5396.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
BMW,5,2013,,8800,Automatique,Essence,"12 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/645adaf84f5f03796ed276d.desktop-gallery-large.jpg
Toyota,RAV4,2007,,,Automatique,Essence,"6 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e972dd429b5f0379df0d34c.desktop-gallery-large.jpg
Land rover,Range Rover,2007,,95000,Automatique,Essence,"5 300 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/0a177aba6a5f037815ee657.desktop-gallery-large.jpg
Peugeot,Partner,2014,,114000,Manuelle,,"5 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/69774fe9415f037f4eb7a13.desktop-gallery-large.jpg
Mercedes,C -class,2005,,,Automatique,Essence,"4 100 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/f6c59ef48e5f03755ab45df.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Kia,Sportage,2013,,10000,Automatique,Essence,"11 000 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/a750fcccb35f0378df7b8fc.desktop-gallery-large.jpg
Peugeot,406,2002,,,Manuelle,Essence,"2 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/dc2a2f33925f0376d716cd3.desktop-gallery-large.jpg
Peugeot,306,2002,,,Manuelle,Diesel,"1 700 000
FCFA",Abobo,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Land rover,Range Rover,2007,,183,Automatique,Essence,"6 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/20847e46d95f037a5a8f98e.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
BMW,X3,2007,,100000,Automatique,Essence,"4 900 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/359dcc19705f037921bfe44.desktop-gallery-large.jpg
Renault,Kangoo,2002,,,Manuelle,Essence,"3 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/32555e937c5f0378c2a7321.desktop-gallery-large.jpg
Toyota,,2003,,,Manuelle,Diesel,"6 500 000
FCFA",Abobo,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Renault,Scenic,2004,,155000,Manuelle,Essence,"1 700 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/99188ab8ea5f037e667d69e.desktop-gallery-large.jpg
Hyundai,ix35,2013,,,Manuelle,Essence,"10 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/ea8963bf385f0377b6e682f.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
BMW,E30,2004,,,Automatique,Essence,"4 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/ff1a6dd7255f037c594e81d.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Kia,Sportage,2017,,85369,Automatique,Essence,"11 500 000
FCFA",Marcory,06/07,https://media.jumiadeals.com/ci_live/0363b089f05f0373724c99d.desktop-gallery-large.jpg
Audi,A3,2002,,165382,Automatique,Essence,"1 950 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/ba636216875f036219f3cc2.desktop-gallery-large.jpg
Chevrolet,Camaro,2015,,72000,Automatique,Essence,"13 650 000
FCFA",Biétry,06/07,https://media.jumiadeals.com/ci_live/21673c12f55f0340d62a7ee.desktop-gallery-large.jpg
Honda,Civic,2003,,,Manuelle,Essence,"2 300 000
FCFA",Abobo,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Toyota,RAV4,2002,,175000,Automatique,Essence,"2 800 000
FCFA",Abobo,06/07,https://media.jumiadeals.com/ci_live/065e8210595f0347ae4c54f.desktop-gallery-large.jpg
Peugeot,Partner,2005,,,Manuelle,Diesel,"1 750 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/7aeaa7e98f5f037337c2c9f.desktop-gallery-large.jpg
Peugeot,406,2000,,,Automatique,Essence,"3 200 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/a7d947ed2d5f0371d3cfbbc.desktop-gallery-large.jpg
